,official_name,level,speakers,country,official,regional,minority,national,widely_spoken,country_count,max_urbanization,max_internet_use
1129,Kalao,Endangered,400,Indonesia,0,0,0,0,0,1,58.572,69.2
1130,Kalasha,Threatened,5000,Pakistan,0,0,0,0,0,1,38.04,27.4
1131,Kalaw Kawaw Ya,Severely Endangered,900,Australia,0,0,0,0,0,1,86.617,97.1
1132,Kalispel-Spokane-Pend d'Oreille-Salish,Severely Endangered,70,United States,0,0,0,0,0,1,83.298,93.1
1133,Kalkatungu,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
1134,Kalmyk-Oirat,Vulnerable,323857,Russian Federation;China;Mongolia,0,0,0,0,0,3,75.331,92.2
1135,Kalou,Endangered,820,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1136,Kamang,Threatened,6000,Indonesia,0,0,0,0,0,1,58.572,69.2
1137,Kamara,Vulnerable,3000,Ghana,0,0,0,0,0,1,59.238,69.9
1138,Kamarian,Severely Endangered,10,Indonesia,0,0,0,0,0,1,58.572,69.2
1139,Kamas,Extinct,0,Russian Federation,0,0,0,0,0,1,75.331,92.2
1140,Kamasa,Critically Endangered,7,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1141,Kamasau,Endangered,700,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1142,Kamayurá,Endangered,400,Brazil,0,0,0,0,0,1,87.788,84.2
1143,Kambaira,Endangered,140,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1145,Kami (Nigeria),Threatened,5000,Nigeria,0,0,0,0,0,1,54.283,39.2
1146,Kami (Tanzania),Severely Endangered,5518,Tanzania,0,0,0,0,0,1,37.409,29.1
1147,Kamu,Critically Endangered,2,Australia,0,0,0,0,0,1,86.617,97.1
1148,Kamula,Endangered,800,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1150,Kanan,Threatened,9000,Myanmar,0,0,0,0,0,1,32.112,58.5
1152,Kandas,Endangered,300,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1153,Kande,Severely Endangered,100,Gabon,0,0,0,0,0,1,91.029,71.9
1155,Kanggape,Endangered,930,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1156,Kangjia,Severely Endangered,377,China,0,0,0,0,0,1,64.57,77.5
1157,Kanienʼkéha (Mohawk),Threatened,3800,United States;Canada,0,0,0,0,0,2,83.298,94.0
1158,Kaningra,Threatened,327,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1159,Kaninuwa,Endangered,360,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1160,Kanowit-Tanjong,Endangered,100,Malaysia,0,0,0,0,0,1,78.716,97.7
1161,Kantosi,Threatened,2300,Ghana,0,0,0,0,0,1,59.238,69.9
1162,Kanu,Threatened,3500,"Congo, Dem. Rep.",0,0,0,1,0,1,47.444,30.5
1163,Kao,Endangered,200,Indonesia,0,0,0,0,0,1,58.572,69.2
1164,Kap,Threatened,2079,Papua New Guinea,0,1,0,0,0,1,13.723,24.1
1166,Kapixaná,Critically Endangered,3,Brazil,0,0,0,0,0,1,87.788,84.2
1167,Kapong,Vulnerable,11550,"Brazil;Venezuela, RB;Guyana",0,0,0,0,0,3,88.438,84.2
1168,Kapori,Vulnerable,200,Indonesia,0,0,0,0,0,1,58.572,69.2
1169,Kapriman,Vulnerable,1339,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1170,Kapya,Endangered,200,Nigeria,0,0,0,0,0,1,54.283,39.2
1171,Kaqchikel,Vulnerable,475889,Guatemala,0,0,0,0,0,1,53.098,56.1
1173,Karaim,Critically Endangered,500,Ukraine;Lithuania,0,0,1,0,0,2,70.095,88.5
1174,Karajá,Threatened,3060,Brazil,0,0,0,0,0,1,87.788,84.2
1175,Karajarri,Critically Endangered,12,Australia,0,0,0,0,0,1,86.617,97.1
1176,Karang,Vulnerable,18000,Cameroon;Chad,0,0,0,0,0,2,59.315,41.9
1177,Karanga,Threatened,10000,Chad,0,0,0,0,0,1,24.366,13.2
1178,Karata,Threatened,5000,Russian Federation,0,0,0,0,0,1,75.331,92.2
1179,Karawa,Severely Endangered,44,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1180,Karawari,Threatened,1300,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1182,Karelian,Threatened,63000,Russian Federation;Finland,0,0,0,0,0,2,85.773,93.5
1183,Kari,Endangered,1000,"Congo, Dem. Rep.",0,0,0,0,0,1,47.444,30.5
1184,Kari'nja,Threatened,8600,"Brazil;Venezuela, RB;Guyana;Suriname;French Guiana",0,0,0,0,0,5,88.438,84.2
1185,Karian,Endangered,3,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1186,Karingani,Vulnerable,17600,"Iran, Islamic Rep.",0,0,0,0,0,1,77.257,79.6
1187,Karipuna,Severely Endangered,10,Brazil,0,0,0,0,0,1,87.788,84.2
1188,Karitiana,Endangered,320,Brazil,0,0,0,0,0,1,87.788,84.2
1189,Kariya,Threatened,3000,Nigeria,0,0,0,0,0,1,54.283,39.2
1190,Kariyarra,Critically Endangered,2,Australia,0,0,0,0,0,1,86.617,97.1
1191,Karkar-Yuri,Threatened,1000,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1194,Karo (Brazil),Endangered,200,Brazil,0,0,0,0,0,1,87.788,84.2
1196,Karore,Endangered,550,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1197,Kartujarra,Critically Endangered,5,Australia,0,0,0,0,0,1,86.617,97.1
1198,Kasanga,Critically Endangered,3,Guinea-Bissau,0,0,0,0,0,1,45.466,32.5
1199,Kashubian,Vulnerable,50000,Poland,0,1,0,0,0,1,60.218,86.4
1200,Kasong,Severely Endangered,40,Thailand,0,0,0,0,0,1,53.608,89.5
1201,Kata Kolok,Endangered,175,Indonesia,0,0,0,0,0,1,58.572,69.2
1202,Katawixi,Extinct,0,Brazil,0,0,0,0,0,1,87.788,84.2
1203,Kathu,Threatened,5000,China,0,0,0,0,0,1,64.57,77.5
1204,Kati,Threatened,5100,Afghanistan;Pakistan,0,0,0,0,0,2,38.04,27.4
1206,Katukina,Vulnerable,550,Brazil,0,0,0,0,0,1,87.788,84.2
1207,Katukina do Acre,Endangered,318,Brazil,0,0,0,0,0,1,87.788,84.2
1208,Katxúyana,Severely Endangered,150,Brazil,0,0,0,0,0,1,87.788,84.2
1209,Kaure,Endangered,450,Indonesia,0,0,0,0,0,1,58.572,69.2
1210,Kaurna,Extinct,50,Australia,0,0,0,0,0,1,86.617,97.1
1211,Kawacha,Severely Endangered,12,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1212,Kawaiisu,Critically Endangered,3,United States,0,0,0,0,0,1,83.298,93.1
1213,Kawésqar,Critically Endangered,10,Chile,0,0,0,0,0,1,88.012,94.5
1214,Kaxararí,Threatened,300,Brazil,0,0,0,0,0,1,87.788,84.2
1215,Kayardild,Critically Endangered,5,Australia,0,0,0,0,0,1,86.617,97.1
1216,Kayeli,Critically Endangered,4,Indonesia,0,0,0,0,0,1,58.572,69.2
1217,Kayik,Endangered,769,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1218,Kaytetye,Endangered,200,Australia,0,0,0,0,0,1,86.617,97.1
1219,Kayupulau,Severely Endangered,573,Indonesia,0,0,0,0,0,1,58.572,69.2
1220,Kazhuo,Threatened,6341,China,0,0,0,0,0,1,64.57,77.5
1221,Kehu,Severely Endangered,25,Indonesia,0,0,0,0,0,1,58.572,69.2
1223,Keijar,Endangered,180,Indonesia,0,0,0,0,0,1,58.572,69.2
1225,Kelon,Threatened,5000,Indonesia,0,0,0,0,0,1,58.572,69.2
1226,Kemak,Vulnerable,72000,Indonesia;Timor-Leste,0,0,0,0,0,2,58.572,69.2
1227,Kembra,Severely Endangered,20,Indonesia,0,0,0,0,0,1,58.572,69.2
1228,Kendeje,Endangered,2000,Chad,0,0,0,0,0,1,24.366,13.2
1229,Kendem,Threatened,1000,Cameroon,0,0,0,0,0,1,59.315,41.9
1230,Kene,Endangered,300,Vanuatu,0,0,0,0,0,1,25.976,45.7
1231,Keningau Murut,Threatened,7000,Malaysia,0,0,0,0,0,1,78.716,97.7
1232,Kensiu,Endangered,500,Thailand;Malaysia,0,0,0,0,0,2,78.716,97.7
1233,Kenuzi,Threatened,50000,Libya;Egypt,0,0,0,0,0,2,81.606,88.5
1234,Kepo',Threatened,6000,Indonesia,0,0,0,0,0,1,58.572,69.2
1235,Kera'a,Threatened,16000,India;China,0,0,0,0,0,2,64.57,77.5
1236,Kerek,Critically Endangered,10,Russian Federation,0,0,0,0,0,1,75.331,92.2
1237,Kesha'i,Endangered,200,"Iran, Islamic Rep.",0,0,0,0,0,1,77.257,79.6
1238,Ket,Endangered,500,Russian Federation,0,0,0,0,0,1,75.331,92.2
1239,Ketum,Endangered,900,Indonesia,0,0,0,0,0,1,58.572,69.2
1240,Kgalagadi,Vulnerable,15000,Botswana;Namibia,0,0,0,0,0,2,72.867,81.4
1241,Khakas,Threatened,6000,Russian Federation,0,0,0,0,0,1,75.331,92.2
1242,Khalaj,Vulnerable,20000,"Iran, Islamic Rep.",0,0,0,0,0,1,77.257,79.6
1243,Khaling,Vulnerable,15000,India;Nepal,0,0,0,0,0,2,36.364,55.8
1245,Khamnigan Ewenki,Threatened,1000,Russian Federation;China;Mongolia,0,0,0,0,0,3,75.331,92.2
1246,Khamnigan Mongol,Severely Endangered,300,Russian Federation;China;Mongolia,0,0,0,0,0,3,75.331,92.2
1247,Khamti,Vulnerable,14000,India;Myanmar,0,0,0,0,0,2,36.364,58.5
1249,Kháng,Threatened,3921,Viet Nam,0,0,0,0,0,1,39.48,78.1
1250,Khatso,Threatened,5432,China,0,0,0,0,0,1,64.57,77.5
1251,Khe,Threatened,1300,Burkina Faso;Côte d'Ivoire,0,0,0,0,0,2,53.149,40.7
1252,Khengkha,Vulnerable,40000,Bhutan,0,0,0,0,0,1,44.35,88.4
1255,Khinalugh,Threatened,3000,Azerbaijan,0,0,0,0,0,1,57.577,89.0
1256,Khisa,Threatened,8000,Burkina Faso;Côte d'Ivoire,0,0,0,0,0,2,53.149,40.7
1257,Khoekhoe,Vulnerable,210000,South Africa;Botswana;Namibia,0,0,0,0,0,3,72.867,81.4
1258,Khowar,At risk,300000,Pakistan;India,0,0,0,0,0,2,38.04,27.4
1259,Khroskyabs,Threatened,10000,China,0,0,0,0,0,1,64.57,77.5
1260,Khufi,Vulnerable,2380,Afghanistan,0,0,0,0,0,1,26.933,17.7
1261,Khunsari,Vulnerable,24000,"Iran, Islamic Rep.",0,0,0,0,0,1,77.257,79.6
1262,Khvarshi,Threatened,300,Russian Federation,0,0,0,0,0,1,75.331,92.2
1263,Khwe,Threatened,7000,South Africa;Botswana;Namibia;Angola;Zambia,0,0,0,0,0,5,72.867,81.4
1264,Kiai,Endangered,450,Vanuatu,0,0,0,0,0,1,25.976,45.7
1265,Kibiri-Porome ,Threatened,1180,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1266,Kickapoo,Threatened,1100,United States;Mexico,0,0,0,0,0,2,83.298,93.1
1267,Kildin Saami,Severely Endangered,300,Russian Federation,0,0,0,0,0,1,75.331,92.2
1268,Kilen,Severely Endangered,20,Russian Federation;China,0,0,0,0,0,2,75.331,92.2
1269,Kili,Endangered,100,Russian Federation,0,0,0,0,0,1,75.331,92.2
1270,Kiliwa,Critically Endangered,8,Mexico,0,0,0,0,0,1,81.582,81.2
1271,Kilmeri,Threatened,2200,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1272,Kim,Vulnerable,15400,Chad,0,0,0,1,0,1,24.366,13.2
1273,Kimki,Threatened,500,Indonesia,0,0,0,0,0,1,58.572,69.2
1274,Kinalakna,Endangered,220,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1275,Kiong,Severely Endangered,100,Nigeria,0,0,0,0,0,1,54.283,39.2
1276,Kiowa,Critically Endangered,100,United States,0,0,0,0,0,1,83.298,93.1
1277,Kiowa Apache,Extinct,0,United States,0,0,0,0,0,1,83.298,93.1
1278,Kiput,Endangered,450,Malaysia,0,0,0,0,0,1,78.716,97.7
1279,Kire,Threatened,1900,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1280,Kirike,At risk,248000,Nigeria,0,0,0,0,0,1,54.283,39.2
1281,Kirikiri,Endangered,250,Indonesia,0,0,0,0,0,1,58.572,69.2
1282,Kis,Endangered,216,Papua New Guinea,3,2,1,1,0,1,13.723,24.1
1283,Kiwilwana,Threatened,8000,Kenya,0,0,0,0,0,1,29.52,35.0
1285,Koasati,Severely Endangered,200,United States,0,0,0,0,0,1,83.298,93.1
1286,Kobiana,Endangered,400,Senegal;Guinea-Bissau,0,0,0,0,0,2,49.579,60.6
1287,Koda,Vulnerable,25000,India;Bangladesh,0,0,0,0,0,2,40.473,44.5
1289,Kodeoha,Threatened,1000,Indonesia,0,0,0,0,0,1,58.572,69.2
1290,Kodiak Russian Creole,Critically Endangered,5,Russian Federation;United States,0,0,0,0,0,2,83.298,93.1
1291,Koenoem,Threatened,3000,Nigeria,0,0,0,0,0,1,54.283,39.2
1292,Kofei,Endangered,100,Indonesia,0,0,0,0,0,1,58.572,69.2
1293,Koi,Threatened,3000,Nepal,0,0,0,0,0,1,21.903,55.8
1295,Koitabu,Threatened,2700,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1296,Koiwat,Endangered,450,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1297,Kok-Nar,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
1298,Kokatha,Critically Endangered,3,Australia,0,0,0,0,0,1,86.617,97.1
1299,Koke,Endangered,600,Chad,0,0,0,0,0,1,24.366,13.2
1300,Koko Babangk,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
1301,Koko-Bera,Severely Endangered,15,Australia,0,0,0,0,0,1,86.617,97.1
1302,Kokota,Threatened,1200,Solomon Islands,0,0,0,0,0,1,26.037,42.5
1303,Kol,Threatened,4000,Vanuatu,0,1,0,0,0,1,25.976,45.7
1304,Kolakngat,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
1305,Kolbila,Endangered,3,Cameroon,0,0,0,0,0,1,59.315,41.9
1306,Kolyma Yukaghir,Critically Endangered,40,Russian Federation,0,0,0,0,0,1,75.331,92.2
1308,Kombio,Endangered,2970,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1309,Komi-Permyak,Vulnerable,110000,Russian Federation,0,0,0,0,0,1,75.331,92.2
1310,Kominimung,Endangered,328,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1311,Komnzo,Endangered,200,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1314,Koneraw,Threatened,1200,Indonesia,0,0,0,0,0,1,58.572,69.2
1315,Konni,Vulnerable,3800,Ghana,0,0,0,0,0,1,59.238,69.9
1316,Kono,Threatened,5520,Nigeria,0,0,0,0,0,1,54.283,39.2
1317,Konomala,Endangered,800,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1319,Kopar,Endangered,229,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1320,Kopkaka,Endangered,400,Indonesia,0,0,0,0,0,1,58.572,69.2
1321,Korana,Critically Endangered,1,South Africa,0,0,0,0,0,1,68.819,75.7
1323,Koro (Cote d'Ivoire),Vulnerable,40000,Côte d'Ivoire,0,0,0,0,0,1,53.149,40.7
1325,Koro (Vanuatu),Endangered,250,Vanuatu,0,0,0,0,0,1,25.976,45.7
1326,Koroni,Endangered,400,Indonesia,0,0,0,0,0,1,58.572,69.2
1327,Korop,Vulnerable,17640,Nigeria;Cameroon,0,0,0,0,0,2,59.315,41.9
1328,Koroshi,Endangered,180,"Iran, Islamic Rep.",0,0,0,0,0,1,77.257,79.6
1329,Korowai,Threatened,3500,Indonesia,0,0,0,0,0,1,58.572,69.2
1331,Korubo,Severely Endangered,26,Brazil,0,0,0,0,0,1,87.788,84.2
1333,Koryak,Endangered,3000,Russian Federation,0,0,0,0,0,1,75.331,92.2
1334,Kosadle,Endangered,250,Indonesia,0,0,0,0,0,1,58.572,69.2
1335,Koshin,Threatened,3500,Cameroon,0,0,0,0,0,1,59.315,41.9
1337,Kota (Gabon),Vulnerable,43460,Gabon;Congo,0,0,0,0,0,2,91.029,71.9
1339,Kove,Threatened,3,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1340,Kowaki,Severely Endangered,30,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1341,Kowiai,Endangered,600,Indonesia,0,0,0,0,0,1,58.572,69.2
1342,Koyukon,Critically Endangered,150,United States,0,0,0,0,0,1,83.298,93.1
1343,Kpan,Vulnerable,11400,Nigeria,0,0,0,0,0,1,54.283,39.2
1345,Kpessi,Vulnerable,3100,Togo,0,0,0,0,0,1,44.49,37.0
1346,Krahô,Threatened,2184,Brazil,0,0,0,0,0,1,87.788,84.2
1347,Kraol,Vulnerable,1960,Cambodia,0,0,0,0,0,1,25.57,60.7
1348,Kravet,Threatened,2380,Cambodia,0,0,0,0,0,1,25.57,60.7
1349,Kreen-Akarore,Endangered,250,Brazil,0,0,0,0,0,1,87.788,84.2
1350,Krenak,Severely Endangered,10,Brazil,0,0,0,0,0,1,87.788,84.2
1351,Kri,Severely Endangered,250,Lao PDR,0,0,1,1,1,1,38.247,63.6
1352,Krikatí,Endangered,682,Brazil,0,0,0,0,0,1,87.788,84.2
1353,Krim,Critically Endangered,3,Sierra Leone,0,0,0,0,0,1,44.3,20.6
1355,Kru'ng 2,Vulnerable,18400,Cambodia,0,0,0,0,0,1,25.57,60.7
1356,Krymchak,Critically Endangered,200,Georgia;Ukraine;Bulgaria;Romania,0,0,0,0,0,4,76.701,89.2
1357,Kryts,Endangered,5000,Azerbaijan,0,0,0,0,0,1,57.577,89.0
1358,Ktunaxa,Critically Endangered,18,United States;Canada,0,0,0,0,0,2,83.298,94.0
1359,Kuanhua,Threatened,1000,China,0,0,0,0,0,1,64.57,77.5
1360,Kubeo,Threatened,7900,Brazil;Colombia,0,0,0,0,0,2,87.788,84.2
1361,Kubi,Extinct,0,Nigeria,0,0,0,0,0,1,54.283,39.2
1362,Kucong,Vulnerable,45000,China;Viet Nam,0,0,0,0,0,2,64.57,78.1
1363,Kudu-Camo,Severely Endangered,3,Nigeria,0,0,0,0,0,1,54.283,39.2
1364,Kugbo,Threatened,2000,Nigeria,0,0,0,0,0,1,54.283,39.2
1365,Kugu-Nganhcara,Severely Endangered,50,Australia,0,0,0,0,0,1,86.617,97.1
1367,Kui (Indonesia),Threatened,4240,Indonesia,0,0,0,0,0,1,58.572,69.2
1368,Kuikuro,Threatened,1106,Brazil,0,0,0,0,0,1,87.788,84.2
1369,Kujarge,Endangered,1000,Chad,0,0,0,0,0,1,24.366,13.2
1370,Kuk,Threatened,3000,Cameroon,0,0,0,0,0,1,59.315,41.9
1371,Kukatj,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
1372,Kukatja,Vulnerable,1000,Australia,0,0,0,0,0,1,86.617,97.1
1373,Kuku-Mangk,Critically Endangered,1,Australia,0,0,0,0,0,1,86.617,97.1
1374,Kuku-Mu'inh,Critically Endangered,7,Australia,0,0,0,0,0,1,86.617,97.1
1375,Kuku-Muminh,Critically Endangered,31,Australia,0,0,0,0,0,1,86.617,97.1
1376,Kuku-Ugbanh,Critically Endangered,6,Australia,0,0,0,0,0,1,86.617,97.1
1377,Kuku-Uwanh,Severely Endangered,40,Australia,0,0,0,0,0,1,86.617,97.1
1378,Kuku-Yalanji,Endangered,700,Australia,0,0,0,0,0,1,86.617,97.1
1379,Kula,Vulnerable,5000,Indonesia,0,0,0,0,0,1,58.572,69.2
1380,Kulaale,Endangered,1100,Chad,0,0,0,0,0,1,24.366,13.2
1381,Kulfa,Threatened,2200,Chad,0,0,0,0,0,1,24.366,13.2
1382,Kulina,Severely Endangered,30,Brazil,0,0,0,0,0,1,87.788,84.2
1383,Kulung (Nepal),Threatened,33200,India;Nepal,0,0,0,0,0,2,36.364,55.8
1384,Kulung (Nigeria),Vulnerable,15000,Nigeria,0,0,0,0,0,1,54.283,39.2
1385,Kumandin,Endangered,1044,Russian Federation,0,0,0,0,0,1,75.331,92.2
1387,Kumbewaha,Threatened,3400,Indonesia,0,0,0,0,0,1,58.572,69.2
1388,Kumhali,Endangered,12200,Nepal,0,0,0,0,0,1,21.903,55.8
1389,Kumzari,Vulnerable,4000,Oman,0,0,0,0,0,1,88.4,95.3
1390,Kuna,Vulnerable,44100,Colombia;Panama,0,0,0,1,0,2,82.354,78.0
1391,Kunbarlang,Severely Endangered,100,Australia,0,0,0,0,0,1,86.617,97.1
1392,Kunda,Threatened,6760,Zimbabwe;Zambia;Mozambique,0,0,0,0,0,3,46.335,38.4
1393,Kung,Endangered,800,Cameroon,0,0,0,0,0,1,59.315,41.9
1394,Kungarakany,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
1395,Kunggara,Critically Endangered,10,Australia,0,0,0,0,0,1,86.617,97.1
1396,Kungkari,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
1397,Kunjen,Critically Endangered,25,Australia,0,0,0,0,0,1,86.617,97.1
1398,Kuot,Threatened,2400,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1399,Kupto,Threatened,3000,Nigeria,0,0,0,0,0,1,54.283,39.2
1401,Kurrama,Critically Endangered,10,Australia,0,0,0,0,0,1,86.617,97.1
1402,Kursav,Critically Endangered,10,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1403,Kurtjar,Critically Endangered,2,Australia,0,0,0,0,0,1,86.617,97.1
1404,Kurtokha,Vulnerable,15000,Bhutan,0,0,0,0,0,1,44.35,88.4
1405,Kuteb,At risk,100000,Nigeria;Cameroon,0,0,0,0,0,2,59.315,41.9
1406,Kuthant,Critically Endangered,3,Australia,0,0,0,0,0,1,86.617,97.1
1407,Kuturmi,Vulnerable,10500,Nigeria,0,0,0,0,0,1,54.283,39.2
1408,Kuuk Thaayorre,Endangered,150,Australia,0,0,0,0,0,1,86.617,97.1
1409,Kuuk-Yak,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
1410,Kuuku-Ya'u,Severely Endangered,100,Australia,0,0,0,0,0,1,86.617,97.1
1412,Kuwaataay,Threatened,6210,Senegal,0,0,0,0,0,1,49.579,60.6
1413,Kuwema,Severely Endangered,10,Australia,0,0,0,0,0,1,86.617,97.1
1414,Kuyani,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
1415,Kven Finnish,Severely Endangered,10000,Norway,0,0,0,0,0,1,83.995,99.0
1416,Kw'adza,Extinct,0,Tanzania,0,0,0,0,0,1,37.409,29.1
1417,Kwanga,Threatened,7520,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1418,Kwarandzyey,Endangered,3000,Algeria,0,0,0,0,0,1,75.268,76.9
1419,Kwaruwi Kwundi,Threatened,3300,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1420,Kwaza,Severely Endangered,25,Brazil,0,0,0,0,0,1,87.788,84.2
1422,Kwer,Severely Endangered,100,Indonesia,0,0,0,0,0,1,58.572,69.2
1423,Kwerisa,Severely Endangered,32,Indonesia,0,0,0,0,0,1,58.572,69.2
1424,Kwoma,Threatened,2925,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1425,Kwomtari,Threatened,800,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1426,Laal,Endangered,500,Chad,0,1,0,0,0,1,24.366,13.2
1427,Label,Endangered,140,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1428,Labir,Vulnerable,13000,Nigeria,0,0,0,0,0,1,54.283,39.2
1429,Laboya,Threatened,23000,Indonesia,0,0,0,0,0,1,58.572,69.2
1430,Labu,Threatened,1600,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1431,Lacandon,Endangered,563,Mexico,0,0,0,0,0,1,81.582,81.2
1432,Lachi,Threatened,5000,Viet Nam,0,0,0,0,0,1,39.48,78.1
1433,Ladakhi,Threatened,150000,India;China,0,0,0,0,0,2,64.57,77.5
1434,Ladin,Threatened,20000,Italy,0,1,0,0,0,1,71.973,87.0
1435,Ladino,At risk,400000,Turkey;United States;Israel;Bulgaria;Romania;Puerto Rico;Greece;Macedonia;Croatia;Albania;Bosnia and Herzegovina;Serbia;Morocco;Algeria,0,0,0,0,0,14,93.634,93.1
1436,Ladji Ladji,Severely Endangered,10,Australia,0,0,0,0,0,1,86.617,97.1
1437,Laeko-Libuat,Threatened,538,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1439,Laghu,Extinct,0,Solomon Islands,0,0,0,0,0,1,26.037,42.5
1440,Laghuu,Endangered,1000,Viet Nam,0,0,0,0,0,1,39.48,78.1
1441,Lagwan,Vulnerable,10000,Nigeria;Cameroon;Chad,0,0,0,0,0,3,59.315,41.9
1442,Laha (Indonesia),Threatened,3890,Indonesia,0,0,0,0,0,1,58.572,69.2
1443,Laiyolo,Endangered,800,Indonesia,0,0,0,0,0,1,58.572,69.2
1444,Laji,Critically Endangered,200,China,0,0,0,0,0,1,64.57,77.5
1445,Lakha,Threatened,8000,Bhutan,0,0,0,0,0,1,44.35,88.4
1446,Lakkia,Threatened,9000,China,0,0,0,0,0,1,64.57,77.5
1447,Lakon,Endangered,800,Vanuatu,0,0,0,0,0,1,25.976,45.7
1448,Lakota,Endangered,2200,United States;Canada,0,0,0,0,0,2,83.298,94.0
1449,Lakurumau,Endangered,800,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1450,Lama,Endangered,15000,China,1,0,0,0,0,1,64.57,77.5
1451,Lamalama,Critically Endangered,1,Australia,0,0,0,0,0,1,86.617,97.1
1452,Lambayeque Quechua,Threatened,20000,Peru,0,0,0,0,0,1,78.922,79.5
1453,Lamen,Endangered,850,Vanuatu,0,0,0,0,0,1,25.976,45.7
1455,Lamu,Endangered,120,China,0,0,0,0,0,1,64.57,77.5
1456,Landoma,Vulnerable,25000,Guinea,0,0,0,0,0,1,38.085,26.5
1457,Langa,Endangered,500,Cameroon,1,0,0,0,0,1,59.315,41.9
1458,Langam,Endangered,254,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1459,Langnian Buyang,Severely Endangered,300,China,0,0,0,0,0,1,64.57,77.5
1460,Languedocien,Vulnerable,1000000,France,0,0,0,0,0,1,81.777,86.8
1461,Lanoh,Endangered,350,Malaysia,0,0,0,0,0,1,78.716,97.7
1462,Lapachu,Extinct,0,Bolivia,0,0,0,0,0,1,71.186,70.2
1463,Laqua,Severely Endangered,432,China;Viet Nam,0,0,0,0,0,2,64.57,78.1
1464,Lardil,Critically Endangered,5,Australia,0,0,0,0,0,1,86.617,97.1
1465,Larëvat,Endangered,750,Vanuatu,0,0,0,0,0,1,25.976,45.7
1466,Lari,Vulnerable,80000,"Iran, Islamic Rep.",0,0,0,0,0,1,77.257,79.6
1468,Larrakiya,Critically Endangered,6,Australia,0,0,0,0,0,1,86.617,97.1
1469,Lasgerdi,Threatened,1000,"Iran, Islamic Rep.",0,0,0,0,0,1,77.257,79.6
1470,Laua,Critically Endangered,1,Papua New Guinea,2,0,0,0,0,1,13.723,24.1
1471,Lauje,Threatened,38000,Indonesia,0,0,0,0,0,1,58.572,69.2
1472,Lave,Vulnerable,32230,Viet Nam;Lao PDR;Cambodia,0,2,2,0,0,3,39.48,78.1
1473,Lavukaleve,Threatened,1700,Solomon Islands,0,0,0,0,0,1,26.037,42.5
1474,Laz,Vulnerable,33000,Turkey;Georgia,0,0,0,0,0,2,60.727,81.9
1475,Leco,Extinct,0,Bolivia,1,0,0,0,0,1,71.186,70.2
1476,Legenyem,Endangered,250,Indonesia,0,0,0,0,0,1,58.572,69.2
1477,Lehali,Endangered,250,Vanuatu,0,0,0,0,0,1,25.976,45.7
