,official_name,level,speakers,country,official,regional,minority,national,widely_spoken,country_count,max_urbanization,max_internet_use
779,Figuig,Threatened,14280,Morocco,0,0,0,0,0,1,65.121,91.0
780,Finnish Sign Language,Threatened,5000,Finland,0,0,0,0,0,1,85.773,93.5
781,Finnish-Swedish Sign Language,Endangered,150,Finland,0,0,0,0,0,1,85.773,93.5
782,Firan,Vulnerable,3000,Nigeria,0,0,0,0,0,1,54.283,39.2
783,Flemish Sign Language,Threatened,6000,Belgium,0,0,0,0,0,1,98.189,94.6
784,Flinders Island,Critically Endangered,3,Australia,0,0,0,0,0,1,86.617,97.1
785,Foau,Endangered,230,Indonesia,0,0,0,0,0,1,58.572,69.2
786,Fongoro,Critically Endangered,3,Chad,0,0,0,0,0,1,24.366,13.2
787,Forest Enets,Severely Endangered,10,Russian Federation,0,0,0,0,0,1,75.331,92.2
788,Francoprovençal,Endangered,130000,France;Italy;Switzerland,0,0,0,0,0,3,81.777,97.3
789,Friulian,Threatened,600412,Italy,0,1,0,0,0,1,71.973,87.0
790,Fungom,Threatened,1000,Cameroon,0,0,0,0,0,1,59.315,41.9
791,Fyem,Endangered,14000,Nigeria,0,0,0,0,0,1,54.283,39.2
792,Gaa,Threatened,10000,Nigeria,0,1,0,0,0,1,54.283,39.2
793,Gadang,Threatened,2500,Chad,0,0,0,0,0,1,24.366,13.2
795,Gagauz,Vulnerable,200000,Ukraine;Bulgaria;Romania;Greece;Macedonia;Moldova,0,1,0,0,0,6,80.673,89.2
796,Gagudju,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
798,Gaikundi,Endangered,650,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
799,Gajirrabeng,Critically Endangered,3,Australia,0,0,0,0,0,1,86.617,97.1
800,Gallo,Threatened,400000,France,0,0,0,0,0,1,81.777,86.8
801,Gallurese Sardinian,At risk,100000,Italy,0,0,0,0,0,1,71.973,87.0
803,Galoli,Vulnerable,13000,Timor-Leste,0,0,0,0,0,1,32.456,34.0
804,Galu,Endangered,208,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
805,Gamale Kham,Vulnerable,30000,Nepal,0,0,0,0,0,1,21.903,55.8
806,Gamberre,Critically Endangered,6,Australia,0,0,0,0,0,1,86.617,97.1
807,Gana,Endangered,1000,Malaysia,0,0,0,0,0,1,78.716,97.7
808,Ganggalida,Critically Endangered,1,Australia,0,0,0,0,0,1,86.617,97.1
809,Gangte,Vulnerable,15100,India;Myanmar,0,0,0,0,0,2,36.364,58.5
811,Gansu Bonan,Threatened,15000,China,0,0,0,0,0,1,64.57,77.5
814,Gao,Threatened,900,Solomon Islands,0,0,0,0,0,1,26.037,42.5
815,Gao Gelao,Severely Endangered,6000,China,0,0,0,0,0,1,64.57,77.5
816,Gardiol,Severely Endangered,300,Italy,0,0,0,0,0,1,71.973,87.0
818,Garífuna,At risk,100000,Honduras;Guatemala;Belize,0,0,0,0,0,3,60.212,72.4
819,Garig,Critically Endangered,4,Australia,0,0,0,0,0,1,86.617,97.1
820,Garlali,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
821,Garma'i,Severely Endangered,10,"Iran, Islamic Rep.",0,0,0,0,0,1,77.257,79.6
822,Garo,Vulnerable,700000,India;Bangladesh,0,0,0,0,0,2,40.473,44.5
824,Garrwa,Severely Endangered,59,Australia,0,0,0,0,0,1,86.617,97.1
825,Gascon,At risk,250000,France;Spain,0,0,0,0,0,2,81.777,95.4
827,Gawar-Bati,Vulnerable,10000,Afghanistan;Pakistan,0,0,0,0,0,2,38.04,27.4
828,Gayiri,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
829,Gazi,Threatened,7030,"Iran, Islamic Rep.",0,0,0,0,0,1,77.257,79.6
830,Gbanziri,Vulnerable,17500,"Central African Republic;Congo, Dem. Rep.",0,0,0,0,0,2,47.444,30.5
832,Gbii,Threatened,5600,Liberia,0,0,0,0,0,1,53.567,23.5
833,Gebe,Threatened,2000,Indonesia,0,0,0,0,0,1,58.572,69.2
834,Geji,Threatened,1000,Nigeria,0,0,0,0,0,1,54.283,39.2
836,Geruma,Threatened,4700,Nigeria,0,0,0,0,0,1,54.283,39.2
837,Geviya,Severely Endangered,400,Gabon,0,0,0,0,0,1,91.029,71.9
838,Ghadamès,Threatened,4000,Tunisia;Libya,0,0,0,0,0,2,81.606,88.5
839,Ghodoberi,Endangered,4000,Russian Federation,0,0,0,0,0,1,75.331,92.2
840,Ghomara,Threatened,10000,Morocco,0,0,0,0,0,1,65.121,91.0
841,Gija,Critically Endangered,12,Australia,0,0,0,0,0,1,86.617,97.1
842,Girramay,Severely Endangered,10,Australia,0,0,0,0,0,1,86.617,97.1
843,Gitsenimx̱,Severely Endangered,255,Canada,0,0,0,0,0,1,81.862,94.0
844,Giyug,Critically Endangered,2,Australia,0,0,0,0,0,1,86.617,97.1
845,Gizrra,Threatened,1050,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
846,Gnau,Endangered,980,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
847,Gongduk,Threatened,1000,Bhutan,0,0,0,0,0,1,44.35,88.4
848,Gooniyandi,Severely Endangered,100,Australia,0,0,0,0,0,1,86.617,97.1
849,Gorap,Endangered,1000,Indonesia,0,0,0,0,0,1,58.572,69.2
850,Gorovu,Critically Endangered,20,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
852,Gorwaa,Threatened,132748,Tanzania,0,0,0,0,0,1,37.409,29.1
853,Goundo,Critically Endangered,30,Chad,0,0,0,0,0,1,24.366,13.2
854,Gowro,Threatened,1000,Pakistan,0,0,0,0,0,1,38.04,27.4
855,Grangali,Threatened,5000,Afghanistan,0,0,0,0,0,1,26.933,17.7
856,Grass Koiari,Threatened,1700,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
857,Green Gelao,Severely Endangered,6000,China;Viet Nam,0,0,0,0,0,2,64.57,78.1
859,Guajajára,Vulnerable,14000,Brazil,0,0,0,0,0,1,87.788,84.2
860,Guajiro,Vulnerable,312730,"Colombia;Venezuela, RB",0,0,0,0,0,2,88.438,77.3
861,Guamaca,Threatened,1922,Colombia,0,0,0,0,0,1,82.354,77.3
862,Guana (Paraguay),Critically Endangered,4,Paraguay,0,0,0,0,0,1,63.149,78.1
863,Guarayu,Threatened,8433,Bolivia,1,0,0,0,0,1,71.186,70.2
864,Guarequena,Endangered,180,"Brazil;Venezuela, RB",0,0,0,0,0,2,88.438,84.2
865,Guarijío,Threatened,2136,Mexico,0,0,0,0,0,1,81.582,81.2
866,Guatemalan Sign Language,Threatened,256000,Guatemala,0,0,0,0,0,1,53.098,56.1
867,Guató,Critically Endangered,5,Brazil,0,0,0,0,0,1,87.788,84.2
868,Guazacapán Xinka,Extinct,0,Guatemala,0,0,0,0,0,1,53.098,56.1
869,Gubbi Gubbi,Extinct,3,Australia,0,0,0,0,0,1,86.617,97.1
870,Guernésiais,Endangered,300,United Kingdom,0,0,0,0,0,1,84.642,96.3
871,Guerrero Mixtec,Vulnerable,97200,Mexico,0,0,0,0,0,1,81.582,81.2
872,Gugu-Badhun,Critically Endangered,2,Australia,0,0,0,0,0,1,86.617,97.1
873,Gugu-Warra,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
874,Guiqiong,Endangered,9677,China,0,0,0,0,0,1,64.57,77.5
875,Gullah-Geechee,Endangered,300,United States,0,0,0,0,0,1,83.298,93.1
876,Gumbaynggir,Severely Endangered,40,Australia,0,0,0,0,0,1,86.617,97.1
878,Gungabula,Critically Endangered,2,Australia,0,0,0,0,0,1,86.617,97.1
879,Gunggari,Severely Endangered,10,Australia,0,0,0,0,0,1,86.617,97.1
880,Gunin,Severely Endangered,50,Australia,0,0,0,0,0,1,86.617,97.1
881,Gününa-Küne,Extinct,0,Argentina,0,0,0,0,0,1,92.463,89.2
882,Gunya,Critically Endangered,3,Australia,0,0,0,0,0,1,86.617,97.1
883,Guramalum,Extinct,0,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
884,Gurani,Vulnerable,100000,"Iran, Islamic Rep.;Iraq",0,0,0,0,0,2,77.257,81.7
885,Gureng Gureng,Critically Endangered,1,Australia,0,0,0,0,0,1,86.617,97.1
886,Guriaso,Endangered,421,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
887,Gurindji,Endangered,175,Australia,0,0,0,0,0,1,86.617,97.1
888,Gurmana,Threatened,3000,Nigeria,0,0,0,0,0,1,54.283,39.2
889,Gurr-goni,Critically Endangered,20,Australia,0,0,0,0,0,1,86.617,97.1
890,Gusilay,Vulnerable,25000,Senegal,0,0,0,0,0,1,49.579,60.6
892,Guugu-Yimidhirr,Severely Endangered,20,Australia,0,0,0,0,0,1,86.617,97.1
893,Guus,Threatened,7000,Nigeria,0,0,0,0,0,1,54.283,39.2
894,Guwa,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
895,Guwamu,Critically Endangered,1,Australia,0,0,0,0,0,1,86.617,97.1
896,Guya,Endangered,130,Papua New Guinea,0,0,0,0,1,1,13.723,24.1
897,Gwamhi-Wuri,Vulnerable,16000,Nigeria;Benin,0,0,0,0,0,2,54.283,39.2
898,Gweda,Severely Endangered,26,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
899,Gweno,Threatened,3,Tanzania,0,0,0,0,0,1,37.409,29.1
900,Gwich'in,Severely Endangered,550,United States;Canada,0,0,0,0,0,2,83.298,94.0
901,Gyalsumdo,Threatened,400,Nepal,0,0,0,0,0,1,21.903,55.8
902,Gyele,Endangered,5000,Cameroon;Equatorial Guinea,0,0,0,0,0,2,74.448,60.4
903,Gyem,Endangered,100,Nigeria,0,0,0,0,0,1,54.283,39.2
904,Habu,Threatened,1000,Timor-Leste,0,0,0,0,0,1,32.456,34.0
905,Hachijo,Endangered,8000,Japan,0,0,0,0,0,1,92.043,87.0
906,Hadza,Threatened,950,Tanzania,0,0,0,0,0,1,37.409,29.1
908,Hahon,Vulnerable,3000,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
909,Hai Phong Sign Language,Endangered,1800,Viet Nam,0,0,0,0,0,1,39.48,78.1
911,Han,Critically Endangered,9,United States;Canada,2,1,0,1,0,2,83.298,94.0
912,Hanga,Threatened,6800,Ghana,1,0,0,0,0,1,59.238,69.9
913,Hanis,Extinct,0,United States,0,0,0,0,0,1,83.298,93.1
914,Hanoi Sign Language,Endangered,39000,Viet Nam,0,0,0,0,0,1,39.48,78.1
915,Harakmbut,Endangered,1000,Brazil;Peru,0,0,0,0,0,2,87.788,84.2
916,Hare,Severely Endangered,75,Canada,0,0,0,0,0,1,81.862,94.0
917,Ḥarsusi,Endangered,700,Oman,0,0,0,0,0,1,88.4,95.3
918,Haruai,Endangered,100,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
919,Harzani,Vulnerable,28100,"Iran, Islamic Rep.",0,0,0,0,0,1,77.257,79.6
920,Hasha,Endangered,400,Nigeria,0,0,0,0,0,1,54.283,39.2
921,Hatam,Vulnerable,16000,Indonesia,0,0,0,0,0,1,58.572,69.2
923,Hawai'i Sign Language,Critically Endangered,30,United States,0,0,0,0,0,1,83.298,93.1
924,Hawaiian,Severely Endangered,300,United States,0,0,0,0,0,1,83.298,93.1
925,Hawu,At risk,100000,Indonesia,0,0,0,0,0,1,58.572,69.2
926,Háiɫzaqvḷa (Heiltsuk),Critically Endangered,26,Canada,0,0,0,0,0,1,81.862,94.0
927,Helambu Sherpa,Threatened,9842,Nepal,0,0,0,0,0,1,21.903,55.8
928,Helong,Threatened,14000,Indonesia,0,0,0,0,0,1,58.572,69.2
929,Herero,Vulnerable,24500,Botswana;Namibia;Angola,0,0,0,0,0,3,72.867,81.4
930,Hewa,Threatened,2000,Papua New Guinea,1,0,0,1,0,1,13.723,24.1
931,Heyo,Threatened,1824,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
932,Hidatsa,Critically Endangered,100,United States,0,0,0,0,0,1,83.298,93.1
933,Highland Chontal,Threatened,3413,Mexico,0,0,0,0,0,1,81.582,81.2
934,Highland Ecuadorian Quichua,Vulnerable,1153800,Ecuador,0,0,0,0,0,1,64.792,72.7
935,Hijuk,Endangered,400,Cameroon,0,0,0,0,0,1,59.315,41.9
937,Himba,Vulnerable,35000,Namibia;Angola,0,0,0,0,0,2,68.688,64.4
939,Hinukh,Endangered,600,Russian Federation,0,0,0,0,0,1,75.331,92.2
940,Hiw,Endangered,120,Vanuatu,0,1,0,0,0,1,25.976,45.7
941,Hixkaryana,Endangered,600,Brazil,0,0,0,0,0,1,87.788,84.2
943,Hlersu,Vulnerable,15000,China,0,0,0,0,0,1,64.57,77.5
946,Ho Chi Minh City Sign Language,Endangered,45000,Viet Nam,0,0,0,0,0,1,39.48,78.1
947,Hoava,Threatened,2360,Solomon Islands,0,0,0,0,0,1,26.037,42.5
948,Hobyot,Endangered,400,Yemen;Oman,0,0,0,0,0,2,88.4,95.3
949,Holikachuk,Extinct,0,United States,0,0,0,0,0,1,83.298,93.1
950,Honduran Lenca,Extinct,0,Honduras,0,0,0,0,0,1,60.212,58.3
951,Hõne,Severely Endangered,7000,Nigeria,0,0,0,0,0,1,54.283,39.2
952,Hong Kong Sign Language,Threatened,9000,China,0,0,0,0,0,1,64.57,77.5
953,Hopi,Threatened,5000,United States,0,0,0,0,0,1,83.298,93.1
954,Horom,Vulnerable,1500,Nigeria,0,0,0,0,0,1,54.283,39.2
955,Horpa,Vulnerable,45000,China,0,0,0,0,0,1,64.57,77.5
956,Hoti,Critically Endangered,10,Indonesia,0,0,0,0,0,1,58.572,69.2
958,Hpon,Extinct,0,Myanmar,0,0,0,0,0,1,32.112,58.5
960,Hu,Endangered,700,China,3,7,8,0,0,1,64.57,77.5
961,Huallaga Quechua,Vulnerable,40000,Peru,0,0,0,0,0,1,78.922,79.5
962,Huambisa,Threatened,8000,Peru,0,0,0,0,0,1,78.922,79.5
963,Huave,Vulnerable,15000,Mexico,0,0,0,0,0,1,81.582,81.2
964,Huaylas Quechua,Vulnerable,336000,Peru,0,0,0,0,0,1,78.922,79.5
965,Huehuetla Tepehua,Threatened,3000,Mexico,0,0,0,0,0,1,81.582,81.2
966,Huichol,Vulnerable,35724,Mexico,0,0,0,0,0,1,81.582,81.2
967,Hukumina,Critically Endangered,1,Indonesia,0,0,0,0,0,1,58.572,69.2
968,Hulaulá,Threatened,9500,"Israel;Iran, Islamic Rep.",0,0,0,0,0,2,92.854,87.0
969,Hulung,Critically Endangered,10,Indonesia,0,0,0,0,0,1,58.572,69.2
970,Hulʻqʻumiʻnumʻ (Halkomelem),Severely Endangered,105,United States;Canada,0,0,0,0,0,2,83.298,94.0
971,Hung,Endangered,500,Viet Nam;Lao PDR,1,2,5,0,0,2,39.48,78.1
972,Hungworo,Threatened,5000,Nigeria,0,0,0,0,0,1,54.283,39.2
973,Hunzib,Endangered,800,Russian Federation,0,0,0,0,0,1,75.331,92.2
974,Hupda,Threatened,1500,Brazil;Colombia,0,0,0,0,0,2,87.788,84.2
975,Huzhu,Endangered,50000,China,0,0,0,0,0,1,64.57,77.5
977,Hwela,Threatened,1500,Ghana,0,0,0,0,0,1,59.238,69.9
978,I'saka,Severely Endangered,347,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
979,Iatmul,Threatened,46000,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
980,Ibani,Vulnerable,60000,Nigeria,0,0,0,0,0,1,54.283,39.2
981,Ibatan,Threatened,3000,Philippines,0,0,0,0,0,1,48.287,83.8
982,Ibino,Threatened,10000,Nigeria,0,0,0,0,0,1,54.283,39.2
983,Ibu,Severely Endangered,10,Indonesia,0,0,0,0,0,1,58.572,69.2
984,Ibuoro,Threatened,10000,Nigeria,0,0,0,0,0,1,54.283,39.2
985,Ica,Vulnerable,14799,Colombia,0,1,1,1,0,1,82.354,77.3
986,Idon,Threatened,5000,Nigeria,0,0,0,0,0,1,54.283,39.2
987,Iduh,Severely Endangered,30,Viet Nam;Lao PDR,0,0,0,0,0,2,39.48,78.1
988,Igana,Endangered,114,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
989,Igo,Threatened,6000,Togo,0,0,0,0,0,1,44.49,37.0
990,Ik,Vulnerable,16000,Uganda,3,3,2,3,1,1,26.771,15.3
991,Ikaranggal,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
992,Ikizu,At risk,132000,Tanzania,0,0,0,0,0,1,37.409,29.1
993,Ikoma,Vulnerable,36000,Tanzania,0,0,0,0,0,1,37.409,29.1
994,Ikorom,Threatened,8000,Nigeria,0,0,0,0,0,1,54.283,39.2
995,Ikpéng,Endangered,342,Brazil,0,0,0,0,0,1,87.788,84.2
996,Ilgar,Critically Endangered,5,Australia,0,0,0,0,0,1,86.617,97.1
997,Ilue,Threatened,5000,Nigeria,0,0,0,0,0,1,54.283,39.2
998,Imonda,Endangered,274,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
999,Inagta Alabat,Critically Endangered,13,Philippines,0,0,0,0,0,1,48.287,83.8
1000,Inapang,Threatened,1290,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1001,Iñapari,Critically Endangered,5,Peru,0,0,0,0,0,1,78.922,79.5
1002,Inari Saami,Endangered,300,Finland,0,0,0,0,0,1,85.773,93.5
1004,Ingrian,Severely Endangered,130,Russian Federation,0,0,0,0,0,1,75.331,92.2
1005,Innu,Endangered,10495,Canada,0,0,0,0,0,1,81.862,94.0
1006,Inuit Sign Language,Severely Endangered,40,Canada,0,0,0,0,0,1,81.862,94.0
1007,Inuktitut,Vulnerable,30000,Canada,0,1,1,0,0,1,81.862,94.0
1008,Inupiaq,Severely Endangered,26644,United States;Canada,0,0,0,0,0,2,83.298,94.0
1009,Ipiko,Endangered,200,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1010,Iquito,Critically Endangered,15,Peru,0,0,0,0,0,1,78.922,79.5
1011,Iraya,Vulnerable,10000,Philippines,0,0,0,0,0,1,48.287,83.8
1012,Irish,Endangered,40000,United Kingdom;Ireland,1,1,0,1,0,2,84.642,96.5
1014,Isanzu,Vulnerable,32400,Tanzania,0,0,0,0,0,1,37.409,29.1
1015,Isarog Agta,Critically Endangered,6,Philippines,0,0,0,0,0,1,48.287,83.8
1016,Ishkashimi,Threatened,2500,Tajikistan;Afghanistan,0,0,0,0,0,2,28.234,56.8
1017,Isirawa,Threatened,1800,Indonesia,0,0,0,0,0,1,58.572,69.2
1018,Iskonawa,Critically Endangered,5,Peru,0,0,0,0,0,1,78.922,79.5
1019,Isolado do Tanaru,Critically Endangered,1,Brazil,0,0,0,0,0,1,87.788,84.2
1020,Isthmus Zapotec,Vulnerable,80000,Mexico,0,0,0,0,0,1,81.582,81.2
1021,Istriot,Severely Endangered,400,Croatia,0,0,0,0,0,1,58.575,83.2
1022,Istro Romanian,Endangered,300,Croatia,0,0,0,0,0,1,58.575,83.2
1023,"Isu (Northwest Region, Cameroon)",Vulnerable,10400,Cameroon,0,0,0,0,0,1,59.315,41.9
1024,Isubu,Endangered,800,Cameroon,0,0,0,0,0,1,59.315,41.9
1025,Itelmen,Severely Endangered,20,Russian Federation,0,0,0,0,0,1,75.331,92.2
1026,Itene,Severely Endangered,44,Bolivia,0,0,0,0,0,1,71.186,70.2
1027,Iteri,Endangered,447,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1028,Itik,Severely Endangered,80,Indonesia,0,0,0,0,0,1,58.572,69.2
1029,Itonama,Critically Endangered,1,Bolivia,1,0,0,0,0,1,71.186,70.2
1030,Itu Mbon Uzo,Threatened,10000,Nigeria,0,0,0,0,0,1,54.283,39.2
1031,Itza',Severely Endangered,12,Guatemala,0,0,0,0,0,1,53.098,56.1
1032,Iwaidja,Endangered,150,Australia,0,0,0,0,0,1,86.617,97.1
1033,Iwur,Threatened,1000,Indonesia,0,0,0,0,0,1,58.572,69.2
1034,Ixcatec,Critically Endangered,9,Mexico,0,0,0,0,0,1,81.582,81.2
1035,Ixil,Vulnerable,69137,Guatemala,0,0,0,0,0,1,53.098,56.1
1036,Ixtenco Otomí,Endangered,740,Mexico,0,0,0,0,0,1,81.582,81.2
1037,Ixtlán,Vulnerable,12900,Mexico,0,0,0,0,0,1,81.582,81.2
1038,Iyasa,Threatened,3000,Gabon;Cameroon;Equatorial Guinea,0,0,0,0,0,3,91.029,71.9
1039,Iyive,Endangered,1000,Nigeria;Cameroon,0,0,0,0,0,2,59.315,41.9
1040,Izon,At risk,1000000,Nigeria,0,0,0,0,0,1,54.283,39.2
1041,Izora,Endangered,425,Nigeria,0,0,0,0,0,1,54.283,39.2
1042,Jabirr-Jabirr,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
1043,Jabutí,Severely Endangered,50,Brazil,0,0,0,0,0,1,87.788,84.2
1044,Jad,Endangered,2000,Pakistan;India,0,0,0,0,0,2,38.04,27.4
1045,Jakalteko,Vulnerable,38350,Guatemala;Mexico,0,0,0,0,0,2,81.582,81.2
1046,Jakarta Sign Language,Threatened,9600,Indonesia,0,0,0,0,0,1,58.572,69.2
1047,Jakun,Vulnerable,10000,Malaysia,0,0,0,0,0,1,78.716,97.7
1048,Jalkunan,Endangered,600,Burkina Faso,0,0,0,0,0,1,32.52,17.0
1049,Jamaican Country Sign Language,Threatened,2500,Jamaica,0,0,0,0,0,1,57.378,83.4
1050,Jamamadí,Endangered,980,Brazil,0,0,0,0,0,1,87.788,84.2
1051,Jaminjung,Severely Endangered,100,Australia,0,0,0,0,0,1,86.617,97.1
1053,Janji,Threatened,1150,Nigeria,0,0,0,0,0,1,54.283,39.2
1056,Jarqu'i,Threatened,14000,"Iran, Islamic Rep.",0,0,0,0,0,1,77.257,79.6
1057,Jaru,Endangered,217,Australia,0,0,0,0,0,1,86.617,97.1
1058,Jauja-Huanca Quechua,At risk,250000,Peru,0,0,0,0,0,1,78.922,79.5
1060,Jawi,Critically Endangered,3,Australia,0,0,0,0,0,1,86.617,97.1
1061,Jawoyn,Critically Endangered,100,Australia,0,0,0,0,0,1,86.617,97.1
1062,Jaya,Threatened,2200,Chad,0,0,0,0,0,1,24.366,13.2
1063,Jejara,Vulnerable,1460,Myanmar,0,0,0,0,0,1,32.112,58.5
1065,Jemez,Threatened,3000,United States,0,0,0,0,0,1,83.298,93.1
1066,Jeri Kuo,Severely Endangered,1500,Côte d'Ivoire,0,0,0,0,0,1,53.149,40.7
1067,Jèrriais,Threatened,2874,United Kingdom,0,0,0,0,0,1,84.642,96.3
1068,Jerung,Endangered,271,Nepal,0,0,0,0,0,1,21.903,55.8
1069,Jewish Azerbaijani Neo-Aramaic,Threatened,4450,"Azerbaijan;Georgia;Israel;Iran, Islamic Rep.",0,0,0,0,0,4,92.854,89.0
1070,Jiba,Threatened,2000,Nigeria,0,0,0,0,0,1,54.283,39.2
1071,Jibbali,Threatened,5000,Oman,0,0,0,0,0,1,88.4,95.3
1072,Jicarilla Apache,Endangered,300,United States,0,0,0,0,0,1,83.298,93.1
1074,Jilbe,Threatened,2000,Nigeria,0,0,0,0,0,1,54.283,39.2
1075,Jimi (Cameroon),Threatened,3500,Cameroon,0,0,0,0,0,1,59.315,41.9
1076,Jimi (Nigeria),Severely Endangered,1000,Nigeria,0,0,0,0,0,1,54.283,39.2
1077,Jingulu,Severely Endangered,10,Australia,0,0,0,0,0,1,86.617,97.1
1078,Jirel,Threatened,4919,Nepal,0,0,0,0,0,1,21.903,55.8
1079,Jiwarli,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
1080,Jola-Fonyi,At risk,413490,Senegal;Gambia;Guinea-Bissau,0,0,0,0,0,3,49.579,60.6
1081,Jonkor Bourmataguil,Threatened,1500,Chad,0,0,0,0,0,1,24.366,13.2
1082,Jowshaqani,Severely Endangered,400,"Iran, Islamic Rep.",0,0,0,0,0,1,77.257,79.6
1083,Ju,Endangered,150,Nigeria,1,0,0,0,0,1,54.283,39.2
1085,Judeo-Hamadani,Endangered,1000,"Israel;Iran, Islamic Rep.",0,0,0,0,0,2,92.854,87.0
1086,Judeo-Iraqi Arabic,At risk,151820,Israel;Iraq,0,0,0,0,0,2,92.854,87.0
1087,Judeo-Italian,Severely Endangered,50,Italy,0,0,0,0,0,1,71.973,87.0
1088,Judeo-Moroccan Arabic,At risk,258930,Israel;Morocco,0,0,0,0,0,2,92.854,91.0
1089,Judeo-Tat,Vulnerable,25000,Russian Federation;Azerbaijan;Israel,0,0,0,0,0,3,92.854,92.2
1090,Judeo-Tunisian Arabic,At risk,352500,Israel;Tunisia,0,0,0,0,0,2,92.854,87.0
1091,Judeo-Yemeni Arabic,Vulnerable,51000,Israel;Yemen,0,0,0,0,0,2,92.854,87.0
1092,Juk,Threatened,1500,Lao PDR,0,0,0,0,0,1,38.247,63.6
1093,Júma,Critically Endangered,5,Brazil,0,0,0,0,0,1,87.788,84.2
1094,Jumaytepeque Xinka,Extinct,0,Guatemala,0,0,0,0,0,1,53.098,56.1
1095,Jurruru,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
1096,Juruna,Endangered,300,Brazil,0,0,0,0,0,1,87.788,84.2
1097,Ju|'hoan,Vulnerable,11000,Botswana;Namibia,0,0,0,0,0,2,72.867,81.4
1098,K'emant,Severely Endangered,3,Ethiopia;Eritrea,0,0,0,0,0,2,43.267,20.0
1099,K'iche',Vulnerable,922378,Guatemala;Mexico,0,0,0,0,0,2,81.582,81.2
1100,Kaanju,Critically Endangered,50,Australia,0,0,0,0,0,1,86.617,97.1
1101,Kaapor,Endangered,800,Brazil,0,0,0,0,0,1,87.788,84.2
1102,Kabalai,Vulnerable,17885,Chad,0,0,0,0,0,1,24.366,13.2
1103,Kabulowan,Severely Endangered,500,Philippines,0,0,0,0,0,1,48.287,83.8
1104,Kabwa,Threatened,8500,Tanzania,0,0,0,0,0,1,37.409,29.1
1106,Kaco',Vulnerable,3365,Cambodia,0,0,0,0,0,1,25.57,60.7
1107,Kadai,Endangered,200,Indonesia,0,0,0,0,0,1,58.572,69.2
1109,Kadiwéu,Threatened,1600,Brazil,0,0,0,0,0,1,87.788,84.2
1110,Kadu,Vulnerable,30000,Myanmar,0,0,0,0,0,1,32.112,58.5
1111,Kaduo,Vulnerable,200000,China,0,0,0,0,0,1,64.57,77.5
1112,Kaera,Vulnerable,5500,Indonesia,0,0,0,0,0,1,58.572,69.2
1113,Kagoro,Vulnerable,15000,Mali,0,0,0,0,0,1,46.189,35.1
1114,Kaian,Threatened,792,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1115,Kaibobo,Endangered,250,Indonesia,0,0,0,0,0,1,58.572,69.2
1116,Kaiep,Endangered,300,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1117,Kaike,Vulnerable,794,Nepal,0,0,0,0,0,1,21.903,55.8
1118,Kaingang,Vulnerable,18500,Brazil,0,0,0,0,0,1,87.788,84.2
1119,Kairiru,Threatened,3507,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1120,Kairui-Midiki,Threatened,1000,Timor-Leste,0,0,0,0,0,1,32.456,34.0
1121,Kaivi,Threatened,2320,Nigeria,0,0,0,0,0,1,54.283,39.2
1122,Kaixana,Extinct,0,Brazil,0,0,0,0,0,1,87.788,84.2
1123,Kaiy,Endangered,250,Indonesia,0,0,0,0,0,1,58.572,69.2
1124,Kaki Ae,Endangered,510,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1125,Kalaallisut,Vulnerable,53000,Denmark;caledonia,0,1,0,0,0,2,88.495,98.8
1126,Kalabari,At risk,258000,Nigeria,0,0,0,0,0,1,54.283,39.2
1127,Kalamang,Severely Endangered,134,Indonesia,0,0,0,0,0,1,58.572,69.2
1128,Kalami,Threatened,1500,Pakistan,0,0,0,0,0,1,38.04,27.4
