,official_name,level,speakers,country,missing_speakers,official,regional,minority,national,widely_spoken,country_count,max_urbanization,max_internet_use,years_since_obs
275,Bangime,Threatened,3000,Mali,0,0,0,0,0,0,1,46.189,35.1,1.0
276,Bangka,Critically Endangered,50,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
277,Baniwa,Threatened,9554,"Brazil;Colombia;Venezuela, RB",0,0,1,0,0,0,3,88.438,84.2,1.0
278,Bankagooma,Threatened,6000,Mali,0,0,0,0,0,0,1,46.189,35.1,1.0
279,Bankan Tey,Threatened,1320,Mali,0,0,0,0,0,0,1,46.189,35.1,1.0
280,Bankon,Vulnerable,12000,Cameroon,0,0,0,0,0,0,1,59.315,41.9,1.0
281,Bantawa,Threatened,371056,Nepal,0,0,0,0,0,0,1,21.903,55.8,1.0
282,Bará,Endangered,130,Brazil;Colombia,0,0,0,0,0,0,2,87.788,84.2,1.0
283,Baraba Tatar,Critically Endangered,8000,Russian Federation,0,0,0,0,0,0,1,75.331,92.2,1.0
284,Barababaraba,Critically Endangered,5,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
285,Barain,Threatened,5000,Chad,0,0,0,0,0,0,1,24.366,13.2,1.0
286,Baram,Critically Endangered,53,Nepal,0,0,0,0,0,0,1,21.903,55.8,1.0
287,Barambu,Vulnerable,25600,"Congo, Dem. Rep.",0,0,0,0,0,0,1,47.444,30.5,1.0
288,Baras,Endangered,200,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
289,Barasano,Threatened,1924,Brazil;Colombia,0,0,0,0,0,0,2,87.788,84.2,1.0
290,Bardi,Critically Endangered,5,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
291,Barí,Vulnerable,4000,"Colombia;Venezuela, RB",0,0,0,0,0,0,2,88.438,77.3,1.0
292,Barngarla,Awakening,5,Australia,1,0,0,0,0,0,1,86.617,97.1,1.0
293,Barombi,Threatened,3000,Cameroon,0,0,0,0,0,0,1,59.315,41.9,1.0
294,Barrow Point,Critically Endangered,1,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
295,Bartangi,Vulnerable,2425,Tajikistan,0,0,0,0,0,0,1,28.234,56.8,1.0
296,Bashkardi,Threatened,7030,"Iran, Islamic Rep.",0,0,0,0,0,0,1,77.257,79.6,1.0
297,Basketo,Vulnerable,60000,Ethiopia,0,0,0,0,0,0,1,23.157,16.7,3.0
298,Bassa-Kontagora,Critically Endangered,10,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
299,Bassari,Vulnerable,25000,Senegal;Guinea;Guinea-Bissau,0,0,0,0,0,0,3,49.579,60.6,1.0
300,Bataan Ayta,Endangered,527,Philippines,0,0,0,0,0,0,1,48.287,83.8,1.0
301,Batak,Endangered,200,Philippines,0,0,0,0,0,1,1,48.287,83.8,1.0
302,Batek,Endangered,960,Malaysia,0,0,0,0,0,0,1,78.716,97.7,1.0
303,Bateri,Vulnerable,28251,Pakistan;India,0,0,0,0,0,0,2,38.04,55.9,2.0
304,Baṭḥari,Severely Endangered,100,Yemen;Oman,0,0,0,0,0,0,2,88.4,95.3,0.0
305,Bati (Cameroon),Endangered,800,Cameroon,0,0,0,0,0,0,1,59.315,41.9,1.0
306,Bati (Indonesia),Threatened,3500,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
307,Batjamalh,Severely Endangered,12,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
308,Batsbi,Severely Endangered,800,Georgia,0,0,0,0,0,0,1,60.727,81.9,1.0
309,Batta,Severely Endangered,150,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
310,Batyala,Awakening,5,Australia,1,0,0,0,0,0,1,86.617,97.1,1.0
311,Baure,Critically Endangered,20,Bolivia,0,1,0,0,0,0,1,71.186,70.2,1.0
312,Baygo,Dormant,0,Sudan,0,0,0,0,0,0,1,36.342,26.4,4.0
313,Bayono,Vulnerable,100,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
314,Bayot,Vulnerable,17150,Senegal;Gambia;Guinea-Bissau,0,0,0,0,0,0,3,49.579,60.6,1.0
315,Bayso,Threatened,3200,Ethiopia,0,0,0,0,0,0,1,23.157,16.7,3.0
316,Bearlake,Endangered,580,Canada,0,0,0,0,0,0,1,81.862,94.0,1.0
317,Bebeli,Severely Endangered,780,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
318,Bedoanas,Endangered,180,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
319,Beeke,Endangered,1000,"Congo, Dem. Rep.",0,0,0,0,0,0,1,47.444,30.5,1.0
320,Behoa,Endangered,6000,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
321,Belait,Severely Endangered,700,Malaysia;Brunei,0,0,0,0,0,0,2,78.716,97.7,1.0
322,Belanda Bor,Threatened,8000,South Sudan,0,0,0,0,0,0,1,21.195,9.27,4.0
323,Bele,Endangered,120,Nigeria,0,2,0,0,0,0,1,54.283,39.2,1.0
324,Belep,Threatened,1600,New Caledonia,0,0,0,0,0,0,1,72.719,82.0,7.0
325,Belhariya,Severely Endangered,3,Nepal,0,0,0,0,0,0,1,21.903,55.8,1.0
326,Beli (Papua New Guinea),Vulnerable,1453,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
327,Beli (Sudan),Threatened,6600,South Sudan,0,0,0,0,0,0,1,21.195,9.27,4.0
328,Bellari,Endangered,1000,India,0,0,0,0,0,0,1,36.364,55.9,2.0
329,Ben Tey,Threatened,3000,Mali,0,0,0,0,0,0,1,46.189,35.1,1.0
330,Bende,Endangered,41290,Tanzania,0,0,0,0,0,0,1,37.409,29.1,1.0
331,Benggoi,Endangered,320,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
332,Bepour,Severely Endangered,3,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
333,Berakou,Critically Endangered,2,Chad,0,0,0,0,0,0,1,24.366,13.2,1.0
334,Berbice Creole Dutch,Dormant,0,Guyana,0,0,0,0,0,0,1,27.162,81.7,1.0
335,Bering Aleut,Awakening,0,Russian Federation,0,0,0,0,0,0,1,75.331,92.2,1.0
336,Berinomo,Endangered,178,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
337,Besme,Threatened,1230,Chad,0,0,0,0,0,0,1,24.366,13.2,1.0
338,Betaf,Endangered,600,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
339,Bete,Severely Endangered,3,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
340,Beti,Endangered,200,Côte d'Ivoire,0,0,0,0,0,0,1,53.149,40.7,1.0
341,Betta Kurumba,Threatened,6000,India,0,0,0,0,0,0,1,36.364,55.9,2.0
342,Bezhta,Threatened,6200,Russian Federation,0,0,0,0,0,0,1,75.331,92.2,1.0
343,Bhadrawahi,Vulnerable,69000,Pakistan;India,0,0,0,0,0,0,2,38.04,55.9,2.0
344,Bhaya,Endangered,700,Pakistan,0,0,0,0,0,0,1,38.04,27.4,1.0
345,Bhumij,At risk,100000,India,0,0,0,0,0,0,1,36.364,55.9,2.0
346,Biafada,Vulnerable,44900,Guinea-Bissau,0,0,0,0,0,0,1,45.466,32.5,1.0
347,Biak,Severely Endangered,70000,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
348,Bibbulman,Dormant,0,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
349,Bidjara,Severely Endangered,20,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
350,Bierebo,Threatened,1000,Vanuatu,0,0,0,0,0,0,1,25.976,45.7,1.0
351,Bieria,Severely Endangered,25,Vanuatu,0,0,0,0,0,0,1,25.976,45.7,1.0
352,Biete,Vulnerable,19000,India,0,0,0,0,0,0,1,36.364,55.9,2.0
353,Biga,Threatened,300,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
354,Bigambal,Dormant,0,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
355,Bikya,Critically Endangered,1,Cameroon,0,0,0,0,0,0,1,59.315,41.9,1.0
356,Bilen,Vulnerable,90000,Eritrea,0,0,0,0,0,0,1,43.267,20.0,1.0
357,Bilinarra,Critically Endangered,1,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
358,Biliru,Severely Endangered,50,Vanuatu,0,0,0,0,0,0,1,25.976,45.7,1.0
359,Bilua,Threatened,8740,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
360,Bima,At risk,500000,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
361,Bimin,Vulnerable,2000,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
362,Bina,Threatened,7000,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
363,Binbinka,Critically Endangered,2,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
364,Bininj Gun-wok,Threatened,1600,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
365,Birhor,Threatened,2000,India,0,0,0,0,0,0,1,36.364,55.9,2.0
366,Biri,Awakening,5,Australia,1,0,0,0,0,0,1,86.617,97.1,1.0
367,Biritai,Endangered,250,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
368,Birri,Endangered,200,Central African Republic,0,0,0,0,0,0,1,43.614,7.51,5.0
369,Biseni,Threatened,4800,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
370,Bishuo,Critically Endangered,1,Cameroon,0,0,0,0,0,0,1,59.315,41.9,1.0
371,Bisis,Endangered,395,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
372,Bisorio,Endangered,200,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
373,Bisu,Threatened,2740,China;Myanmar;Thailand;Lao PDR,0,0,0,0,0,0,4,64.57,89.5,1.0
374,Bit,Severely Endangered,1000,China;Lao PDR,0,0,0,0,0,0,2,64.57,77.5,1.0
375,Biwat,Threatened,1642,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
376,Blablanga,Threatened,2000,Solomon Islands,0,0,0,0,0,0,1,26.037,42.5,1.0
377,Blagar,Threatened,10000,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
378,Bo,Severely Endangered,76,Papua New Guinea,0,5,1,1,3,0,1,13.723,24.1,1.0
379,"Boano (Maluku, Indonesia)",Threatened,3240,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
380,"Boano (Sulawesi, Indonesia)",Threatened,2350,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
381,Bobongko,Threatened,1500,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
382,Bodi,Threatened,4570,Ethiopia,0,0,0,0,0,0,1,23.157,16.7,3.0
383,Bodo,Severely Endangered,15,Central African Republic,0,0,0,1,0,0,1,43.614,7.51,5.0
384,Bogaya,Endangered,300,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
385,Boguru,Endangered,500,"South Sudan;Congo, Dem. Rep.",0,0,0,0,0,0,2,47.444,30.5,1.0
386,Bohtan Neo-Aramaic,Severely Endangered,500,Russian Federation;Georgia,0,0,0,0,0,0,2,75.331,92.2,1.0
387,Boiken,Vulnerable,35204,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
388,Bokar,Threatened,3500,India;China,0,0,0,0,0,0,2,64.57,77.5,1.0
389,Bola,Vulnerable,13700,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
390,Bolivian Quechua,At risk,2300000,Argentina;Bolivia,0,0,0,0,0,0,2,92.463,89.2,1.0
391,Boloki,Threatened,4200,"Congo, Dem. Rep.",0,0,0,0,0,0,1,47.444,30.5,1.0
392,Bolondo,Threatened,3000,"Congo, Dem. Rep.",0,0,0,0,0,0,1,47.444,30.5,1.0
393,Bolyu,Severely Endangered,500,China,0,0,0,0,0,0,1,64.57,77.5,1.0
394,Bom,Critically Endangered,3,Sierra Leone,0,0,0,0,0,0,1,44.3,20.6,1.0
395,Bomboli,Threatened,2500,"Congo, Dem. Rep.",0,0,0,0,0,0,1,47.444,30.5,1.0
396,Bon Gula,Threatened,1500,Chad,0,0,0,0,0,0,1,24.366,13.2,1.0
397,Bondei,Vulnerable,80000,Tanzania,0,0,0,0,0,0,1,37.409,29.1,1.0
398,Bondu So,Vulnerable,24700,Mali,0,0,0,0,0,0,1,46.189,35.1,1.0
399,Bonerif,Critically Endangered,4,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
400,Bonggo,Severely Endangered,432,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
401,Bongo,Vulnerable,10100,Sudan,0,0,0,0,0,0,1,36.342,26.4,4.0
403,Bonkiman,Endangered,180,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
404,Boon,Severely Endangered,59,Somalia,0,0,0,0,0,0,1,47.92,27.6,2.0
405,Boonwurrung,Awakening,5,Australia,1,0,0,0,0,0,1,86.617,97.1,1.0
406,Boor,Severely Endangered,100,Chad,0,0,0,0,0,0,1,24.366,13.2,1.0
407,Bora,Severely Endangered,3000,Brazil;Peru;Colombia,0,0,0,0,0,0,3,87.788,84.2,1.0
408,Borei,Threatened,1202,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
409,Bori,Threatened,2000,India,0,0,0,0,0,0,1,36.364,55.9,2.0
410,Boró,Threatened,4000,Ethiopia,0,0,0,0,0,0,1,23.157,16.7,3.0
411,Boruca,Awakening,5,Costa Rica,1,0,0,0,0,0,1,82.622,85.4,1.0
412,Boselewa,Endangered,250,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
413,Bosmun,Endangered,1768,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
414,Bote-Majhi,Vulnerable,24664,Nepal,0,0,0,0,0,0,1,21.903,55.8,1.0
415,Botlikh,Threatened,8000,Russian Federation,0,0,0,0,0,0,1,75.331,92.2,1.0
416,Boto,Endangered,500,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
417,Botovro,Endangered,430,Vanuatu,0,0,0,0,0,0,1,25.976,45.7,1.0
418,Bragat,Endangered,355,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
419,Breri,Endangered,720,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
420,Breton,At risk,206000,France,0,0,0,1,0,0,1,81.777,86.8,1.0
421,Bribri,Threatened,7475,Costa Rica;Panama,0,0,0,0,0,0,2,82.622,85.4,1.0
422,Bribri Sign Language,Endangered,400,Costa Rica,0,0,0,0,0,0,1,82.622,85.4,1.0
423,Brokkat,Endangered,300,Bhutan,0,0,0,0,0,0,1,44.35,88.4,1.0
424,Brokpake,Threatened,5000,Bhutan,0,0,0,0,0,0,1,44.35,88.4,1.0
425,Brokskat,Threatened,3000,India,0,0,0,0,0,0,1,36.364,55.9,2.0
426,Brunca Sign Language,Endangered,808,Costa Rica,0,0,0,0,0,0,1,82.622,85.4,1.0
427,Bu,Threatened,6000,Nigeria,0,2,2,3,2,2,1,54.283,39.2,1.0
428,Buandig,Awakening,5,Australia,1,0,0,0,0,0,1,86.617,97.1,1.0
429,Bubia,Severely Endangered,600,Cameroon,0,0,0,0,0,0,1,59.315,41.9,1.0
430,Budibud,Endangered,120,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
431,Budong-Budong,Severely Endangered,50,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
432,Buduma,Vulnerable,54800,Nigeria;Cameroon;Chad,0,0,0,0,0,0,3,59.315,41.9,1.0
433,Bugan,Vulnerable,2700,China,0,0,0,0,0,0,1,64.57,77.5,1.0
434,Bugawac,Threatened,9690,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
435,Bugun,Threatened,1700,India,0,0,0,0,0,0,1,36.364,55.9,2.0
436,Bukhori,At risk,110000,Israel;Uzbekistan,0,0,0,0,0,0,2,92.854,89.0,1.0
437,Bukiyip,Endangered,12000,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
438,Bulgebi,Severely Endangered,50,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
439,Bulu,Endangered,910,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
440,Bumang,Threatened,200,China,0,0,0,0,0,0,1,64.57,77.5,1.0
441,Bumbita,Endangered,2353,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
442,Bun,Endangered,194,Papua New Guinea,0,0,0,0,2,0,1,13.723,24.1,1.0
443,Buna,Threatened,1259,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
444,Bunak,Vulnerable,100000,Indonesia;Timor-Leste,0,0,0,0,0,0,2,58.572,69.2,1.0
445,Bung,Dormant,0,Cameroon,0,0,0,0,0,0,1,59.315,41.9,1.0
446,Bungain,Threatened,2451,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
447,Bunoge,Threatened,1000,Mali,0,0,0,0,0,0,1,46.189,35.1,1.0
448,Bura,Endangered,300,Vanuatu,0,0,0,0,0,0,1,25.976,45.7,1.0
449,Burarra,Endangered,600,Australia,0,0,0,0,0,0,1,86.617,97.1,1.0
450,Burate,Endangered,100,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
451,Bure,Critically Endangered,10,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
452,Burgenland Croatian,Threatened,28000,Austria,0,0,1,0,0,0,1,59.53,94.9,0.0
453,Burji,Vulnerable,46100,Kenya;Ethiopia,0,0,0,0,0,0,2,29.52,35.0,1.0
454,Burmbar,Endangered,900,Vanuatu,0,0,0,0,0,0,1,25.976,45.7,1.0
455,Burmeso,Endangered,250,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
456,Burui,Endangered,150,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
457,Burumakok,Severely Endangered,40,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
458,Burunge,Endangered,3,Tanzania,0,0,0,0,0,0,1,37.409,29.1,1.0
459,Burushaski,Threatened,100300,Pakistan;India,0,0,0,0,0,0,2,38.04,55.9,2.0
460,Busa,Endangered,240,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
461,Buso,Severely Endangered,50,Chad,0,0,0,0,0,0,1,24.366,13.2,1.0
462,Busoa,Endangered,900,Indonesia,0,0,0,0,0,0,1,58.572,69.2,1.0
463,Bussa,Threatened,1500,Ethiopia,0,0,0,0,0,0,1,23.157,16.7,3.0
464,Busuu,Critically Endangered,8,Cameroon,0,0,0,0,0,0,1,59.315,41.9,1.0
465,Butmas-Tur,Endangered,520,Vanuatu,0,0,0,0,0,0,1,25.976,45.7,1.0
466,Buu (Cameroon),Endangered,200,Cameroon,0,0,0,0,0,0,1,59.315,41.9,1.0
467,Buu (Nigeria),Severely Endangered,600,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
468,Buyuan Jinuo,Endangered,1000,China,0,0,0,0,0,0,1,64.57,77.5,1.0
469,Bwatoo,Endangered,300,New Caledonia,0,0,0,0,0,0,1,72.719,82.0,7.0
470,Bwisi,Threatened,4250,Gabon;Congo,0,0,0,0,0,0,2,91.029,71.9,1.0
471,Byangsi,Threatened,1500,India;Nepal,0,0,0,0,0,0,2,36.364,55.9,2.0
472,C'ara,Threatened,6932,Ethiopia,0,0,0,0,0,0,1,23.157,16.7,3.0
473,Caac,Threatened,2215,New Caledonia,0,0,0,0,0,0,1,72.719,82.0,7.0
474,Cabécar,Threatened,8441,Costa Rica,0,0,0,0,0,0,1,82.622,85.4,1.0
475,Caddo,Critically Endangered,25,United States,0,0,0,0,0,0,1,83.298,93.1,1.0
476,Cahuarano,Dormant,0,Peru,0,0,0,0,0,0,1,78.922,79.5,1.0
477,Cajamarca Quechua,Threatened,30000,Peru,0,0,0,0,0,0,1,78.922,79.5,1.0
478,Cajun French,Endangered,136701,United States,0,0,0,0,0,0,1,83.298,93.1,1.0
479,Camarines Norte Agta,Vulnerable,4000,Philippines,0,0,0,0,0,0,1,48.287,83.8,1.0
480,Cambodian Sign Language,Endangered,1500,Cambodia,0,0,0,0,0,0,1,25.57,60.7,1.0
481,Camling,Vulnerable,30000,Nepal,0,0,0,0,0,0,1,21.903,55.8,1.0
482,Campidanese Sardinian,Vulnerable,500000,Italy,0,0,0,0,0,0,1,71.973,87.0,1.0
483,Camsá,Threatened,4773,Colombia,0,0,0,0,0,0,1,82.354,77.3,1.0
484,Canela,Threatened,2502,Brazil,0,0,0,0,0,0,1,87.788,84.2,1.0
485,Canichana,Dormant,0,Bolivia,0,1,0,0,0,0,1,71.186,70.2,1.0
486,Car Nicobarese,Vulnerable,37000,India,0,0,0,0,0,0,1,36.364,55.9,2.0
487,Cara,Threatened,3000,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
488,Carapana,Endangered,527,Brazil;Colombia,0,0,0,0,0,0,2,87.788,84.2,1.0
489,Carijona,Critically Endangered,10,Colombia,0,0,0,0,0,0,1,82.354,77.3,1.0
490,Carolinian,Threatened,3100,Northern Mariana Islands,0,0,0,0,0,0,1,92.076,0.0,34.0
491,Carpathian Romani,At risk,472470,Turkey;Germany;Russian Federation;Ukraine;Bulgaria;Romania;Lithuania;France;Italy;Greece;Macedonia;United Kingdom;Poland;Czech Republic;Netherlands;Switzerland;Finland;Austria;Croatia;Latvia;Slovakia;Hungary;Albania;Belarus;Bosnia and Herzegovina;Slovenia;Serbia;Montenegro,0,0,0,0,0,0,28,93.179,97.3,1.0
492,Cashinahua,Threatened,5253,Brazil;Peru,0,0,0,0,0,0,2,87.788,84.2,1.0
493,Casiguran Dumagat Agta,Threatened,600,Philippines,0,0,0,0,0,0,1,48.287,83.8,1.0
494,Catalan Sign Language,Vulnerable,18000,Spain,0,0,0,0,0,0,1,81.552,95.4,1.0
495,Catamarca and La Rioja Quechua,Dormant,0,Argentina,0,0,0,0,0,0,1,92.463,89.2,1.0
496,Catawba,Awakening,5,United States,1,0,0,0,0,0,1,83.298,93.1,1.0
497,Cavineña,Endangered,1200,Bolivia,0,0,0,0,0,0,1,71.186,70.2,1.0
498,Cayuga,Severely Endangered,100,United States;Canada,0,0,0,0,0,0,2,83.298,94.0,1.0
499,Cayuvava,Dormant,0,Bolivia,0,0,0,0,0,0,1,71.186,70.2,1.0
500,Central Alaskan Yup'ik,Threatened,10400,United States,0,0,0,0,0,0,1,83.298,93.1,1.0
501,Central Baja Mixtec,Vulnerable,24130,Mexico,0,0,0,0,0,0,1,81.582,81.2,1.0
502,Central Cagayan Agta,Endangered,780,Philippines,0,0,0,0,0,0,1,48.287,83.8,1.0
503,Central Chinantec,Vulnerable,34852,Mexico,0,0,0,0,0,0,1,81.582,81.2,1.0
504,Central Lalo,Vulnerable,300000,China,0,0,0,0,0,0,1,64.57,77.5,1.0
505,Central Mnong,Vulnerable,52500,Viet Nam;Cambodia,0,0,0,0,0,0,2,39.48,78.1,1.0
506,Central Nicobarese,Vulnerable,10100,India,0,0,0,0,0,0,1,36.364,55.9,2.0
507,Central Pomo,Dormant,0,United States,0,0,0,0,0,0,1,83.298,93.1,1.0
508,Central Selkup,Critically Endangered,2,Russian Federation,0,0,0,0,0,0,1,75.331,92.2,1.0
509,Central Siberian Yupik,Threatened,1300,Russian Federation;United States,0,0,0,0,0,0,2,83.298,93.1,1.0
510,Central Tagbanwa,Endangered,3,Philippines,0,0,0,0,0,0,1,48.287,83.8,1.0
511,Ch'orti',Threatened,9105,Honduras;Guatemala,0,0,0,0,0,0,2,60.212,58.3,1.0
512,Cha'palaa,Threatened,9393,Ecuador,0,0,0,0,0,0,1,64.792,77.2,0.0
513,Chaari,Endangered,500,Nigeria,0,0,0,0,0,0,1,54.283,39.2,1.0
514,Chachapoyas Quechua,Threatened,7000,Peru,0,0,0,0,0,0,1,78.922,79.5,1.0
515,Chácobo,Vulnerable,1000,Bolivia,0,0,0,0,0,0,1,71.186,70.2,1.0
516,Chakali,Threatened,5000,Ghana,0,0,0,0,0,0,1,59.238,69.9,1.0
517,Chala,Threatened,3000,Ghana,0,0,0,0,0,0,1,59.238,69.9,1.0
518,Chalikha,Threatened,1000,Bhutan,0,0,0,0,0,0,1,44.35,88.4,1.0
519,Chamacoco,Threatened,1300,Brazil;Paraguay,0,0,0,0,0,0,2,87.788,84.2,1.0
520,Chamalal,Threatened,9000,Russian Federation,0,0,0,0,0,0,1,75.331,92.2,1.0
521,Chambeali,At risk,129654,India,0,0,0,0,0,0,1,36.364,55.9,2.0
522,Chambri,Threatened,1050,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
523,Chamorro,Endangered,37650,Northern Mariana Islands;Guam,0,0,0,0,0,0,2,95.166,80.5,7.0
524,Changriwa,Endangered,498,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
525,Chantyal,Threatened,2000,Nepal,0,0,0,0,0,0,1,21.903,55.8,1.0
526,Chatong,Endangered,580,Viet Nam,0,0,0,0,0,0,1,39.48,78.1,1.0
527,Chaudangsi,Endangered,3500,India;Nepal,0,0,0,0,0,0,2,36.364,55.9,2.0
528,Chaura,Threatened,2020,India,0,0,0,0,0,0,1,36.364,55.9,2.0
529,Chenapian,Endangered,180,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
530,Chenoua,Vulnerable,76300,Algeria,0,0,0,0,0,0,1,75.268,76.9,1.0
531,Chepang,Vulnerable,25097,Nepal,0,0,0,0,0,0,1,21.903,55.8,1.0
532,Chepya,Threatened,2000,Lao PDR,0,0,0,0,0,0,1,38.247,63.6,1.0
533,Chesu,Endangered,3300,China,0,0,0,0,0,0,1,64.57,77.5,1.0
534,Chewong,Severely Endangered,400,Malaysia,0,0,0,0,0,0,1,78.716,97.7,1.0
535,Cheyenne,Endangered,2100,United States,0,0,0,0,0,0,1,83.298,93.1,1.0
536,Chhintange,Threatened,3500,Nepal,0,0,0,0,0,0,1,21.903,55.8,1.0
537,Chhulung,Endangered,1314,Nepal,0,0,0,0,0,0,1,21.903,55.8,1.0
538,Chiapanec,Dormant,0,Mexico,0,0,0,0,0,0,1,81.582,81.2,1.0
539,Chichimeca-Jonaz,Threatened,1582,Mexico,0,0,0,0,0,0,1,81.582,81.2,1.0
540,Chickasaw,Endangered,50,United States,0,0,0,0,0,0,1,83.298,93.1,1.0
541,Chilean Sign Language,Vulnerable,21000,Chile,0,0,0,0,0,0,1,88.012,94.5,1.0
542,Chilisso,Threatened,3000,Pakistan,0,0,0,0,0,0,1,38.04,27.4,1.0
543,Chinali,Severely Endangered,625,India,0,0,0,0,0,0,1,36.364,55.9,2.0
544,Chini,Severely Endangered,75,Papua New Guinea,0,0,0,0,0,0,1,13.723,24.1,1.0
545,Chinook Wawa,Critically Endangered,1,United States;Canada,0,0,0,0,0,0,2,83.298,94.0,1.0
546,Chipaya,Threatened,1625,Bolivia,0,1,0,0,0,0,1,71.186,70.2,1.0
547,Chiquian-Bolognesi and Cajatambo Quechua,Vulnerable,245800,Peru,0,0,0,0,0,0,1,78.922,79.5,1.0
548,Chiquihuitlán Mazatec,Threatened,1502,Mexico,0,0,0,0,0,0,1,81.582,81.2,1.0
549,Chiquimulilla Xinka,Awakening,5,Guatemala,1,0,0,0,0,0,1,53.098,56.1,1.0
550,Chiquitano,Threatened,4665,Brazil;Bolivia,0,0,0,0,0,0,2,87.788,84.2,1.0
551,Chiru,Threatened,8599,India,0,0,0,0,0,0,1,36.364,55.9,2.0
552,Chitimacha,Awakening,5,United States,1,0,0,0,0,0,1,83.298,93.1,1.0
553,Chiwere,Awakening,5,United States,1,0,0,0,0,0,1,83.298,93.1,1.0
